,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1108700000.0,632700000.0,917000000.0,970500000.0
Minority Interest,,,,
Net Income,841100000.0,461000000.0,696400000.0,738000000.0
Selling General Administrative,557100000.0,537300000.0,565500000.0,538500000.0
Gross Profit,1880000000.0,1390400000.0,1644000000.0,1645300000.0
Ebit,1310000000.0,848000000.0,1071800000.0,1100100000.0
Operating Income,1310000000.0,848000000.0,1071800000.0,1100100000.0
Other Operating Expenses,12900000.0,5100000.0,6700000.0,6700000.0
Interest Expense,-93400000.0,-93500000.0,-85000000.0,-89800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,267600000.0,171700000.0,220600000.0,232500000.0
Total Revenue,7730300000.0,6658200000.0,6964300000.0,7014600000.0
Total Operating Expenses,6420300000.0,5810200000.0,5892500000.0,5914500000.0
Cost Of Revenue,5850300000.0,5267800000.0,5320300000.0,5369300000.0
Total Other Income Expense Net,-201300000.0,-215300000.0,-154800000.0,-129600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,841100000.0,461000000.0,696400000.0,738000000.0
Net Income Applicable To Common Shares,834700000.0,457400000.0,691200000.0,732300000.0
