,2021-09-30,2020-09-30,2019-09-30,2018-09-30
Research Development,499653000.0,438418000.0,408058000.0,366084000.0
Effect Of Accounting Charges,,,,
Income Before Tax,386937000.0,396397000.0,541111000.0,603760000.0
Minority Interest,,,,
Net Income,331241000.0,307441000.0,427734000.0,453689000.0
Selling General Administrative,1172751000.0,1080752000.0,952076000.0,824517000.0
Gross Profit,2116627000.0,1944210000.0,1885870000.0,1799926000.0
Ebit,444223000.0,425040000.0,525736000.0,609325000.0
Operating Income,444223000.0,425040000.0,525736000.0,609325000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,55696000.0,88956000.0,113377000.0,150071000.0
Total Revenue,2603416000.0,2350822000.0,2242447000.0,2161407000.0
Total Operating Expenses,2159193000.0,1925782000.0,1716711000.0,1552082000.0
Cost Of Revenue,486789000.0,406612000.0,356577000.0,361481000.0
Total Other Income Expense Net,-57286000.0,-28643000.0,15375000.0,-5565000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,331241000.0,307441000.0,427734000.0,453689000.0
Net Income Applicable To Common Shares,331241000.0,307441000.0,427734000.0,453689000.0
