,2022-01-01,2021-01-02,2019-12-28,2018-12-29
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1660000000.0,1228900000.0,1083200000.0,1022100000.0
Minority Interest,1900000.0,6800000.0,5900000.0,3700000.0
Net Income,1689200000.0,1233800000.0,955800000.0,605200000.0
Selling General Administrative,3052000000.0,2476300000.0,2470800000.0,2985900000.0
Gross Profit,5233200000.0,4467100000.0,4261400000.0,4916800000.0
Ebit,2016900000.0,1841800000.0,1560700000.0,1692000000.0
Operating Income,2016900000.0,1841800000.0,1560700000.0,1692000000.0
Other Operating Expenses,160400000.0,120000000.0,203600000.0,210900000.0
Interest Expense,-185400000.0,-222600000.0,-282200000.0,-277900000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,61400000.0,43000000.0,126800000.0,416300000.0
Total Revenue,15617200000.0,13057700000.0,12912900000.0,13982400000.0
Total Operating Expenses,13600300000.0,11215900000.0,11352200000.0,12290400000.0
Cost Of Revenue,10384000000.0,8590600000.0,8651500000.0,9065600000.0
Total Other Income Expense Net,-356900000.0,-612900000.0,-477500000.0,-669900000.0
Discontinued Operations,88900000.0,48800000.0,1600000.0,1600000.0
Net Income From Continuing Ops,1598600000.0,1185900000.0,956400000.0,605800000.0
Net Income Applicable To Common Shares,1675000000.0,1209700000.0,954000000.0,605200000.0
