,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2561000000.0,3481000000.0,6527000000.0,2733000000.0
Minority Interest,4693000000.0,4553000000.0,4545000000.0,4607000000.0
Net Income,2393000000.0,3119000000.0,4739000000.0,2226000000.0
Selling General Administrative,-569000000.0,-415000000.0,-267000000.0,-235000000.0
Gross Profit,10061000000.0,9897000000.0,9603000000.0,9616000000.0
Ebit,4083000000.0,5235000000.0,5602000000.0,4345000000.0
Operating Income,4083000000.0,5235000000.0,5602000000.0,4345000000.0
Other Operating Expenses,2982000000.0,1559000000.0,1230000000.0,2375000000.0
Interest Expense,-1852000000.0,-1836000000.0,-1751000000.0,-1858000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,267000000.0,393000000.0,1798000000.0,449000000.0
Total Revenue,23113000000.0,20375000000.0,21419000000.0,23495000000.0
Total Operating Expenses,19030000000.0,15140000000.0,15817000000.0,19150000000.0
Cost Of Revenue,13052000000.0,10478000000.0,11816000000.0,13879000000.0
Total Other Income Expense Net,-1522000000.0,-1754000000.0,925000000.0,-1612000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2294000000.0,3088000000.0,4729000000.0,2284000000.0
Net Income Applicable To Common Shares,2393000000.0,3119000000.0,4739000000.0,2226000000.0
