,2021-07-03,2020-06-27,2019-06-29,2018-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,584728000.0,293384000.0,2005836000.0,1956224000.0
Minority Interest,34588000.0,34265000.0,35426000.0,37649000.0
Net Income,524209000.0,215475000.0,1674271000.0,1430766000.0
Selling General Administrative,7711255000.0,8204096000.0,9113717000.0,8735275000.0
Gross Profit,9356749000.0,9901664000.0,11408987000.0,11085391000.0
Ebit,1591043000.0,1637225000.0,2295270000.0,2350116000.0
Operating Income,1591043000.0,1637225000.0,2295270000.0,2350116000.0
Other Operating Expenses,17470000.0,22058000.0,22058000.0,22058000.0
Interest Expense,-880137000.0,-408220000.0,-360423000.0,-395483000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,60519000.0,77909000.0,331565000.0,525458000.0
Total Revenue,51297843000.0,52893310000.0,60113922000.0,58727324000.0
Total Operating Expenses,49706800000.0,51256085000.0,57818652000.0,56377208000.0
Cost Of Revenue,41941094000.0,42991646000.0,48704935000.0,47641933000.0
Total Other Income Expense Net,-1006315000.0,-1343841000.0,-289434000.0,-393892000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,524209000.0,215475000.0,1674271000.0,1430766000.0
Net Income Applicable To Common Shares,524209000.0,215475000.0,1674271000.0,1430766000.0
