,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,4164000000.0,3228000000.0,2930000000.0,2681000000.0
Minority Interest,3504000000.0,2843000000.0,2325000000.0,1676000000.0
Net Income,3024000000.0,2339000000.0,2123000000.0,1958000000.0
Selling General Administrative,1392000000.0,1272000000.0,1247000000.0,1253000000.0
Gross Profit,6102000000.0,5348000000.0,4723000000.0,4420000000.0
Ebit,4532000000.0,3870000000.0,3272000000.0,2961000000.0
Operating Income,4532000000.0,3870000000.0,3272000000.0,2961000000.0
Other Operating Expenses,,,,
Interest Expense,-114000000.0,-141000000.0,-141000000.0,-134000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,901000000.0,694000000.0,627000000.0,560000000.0
Total Revenue,8297000000.0,7442000000.0,6699000000.0,6258000000.0
Total Operating Expenses,3765000000.0,3572000000.0,3427000000.0,3297000000.0
Cost Of Revenue,2195000000.0,2094000000.0,1976000000.0,1838000000.0
Total Other Income Expense Net,-368000000.0,-642000000.0,-342000000.0,-250000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3263000000.0,2534000000.0,2303000000.0,2121000000.0
Net Income Applicable To Common Shares,3024000000.0,2339000000.0,2123000000.0,1958000000.0
