,2022-01-29,2021-01-30,2020-02-01,2019-02-02
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1632200000.0,1739800000.0,1098700000.0,-1309000000.0
Minority Interest,,,,
Net Income,1327900000.0,1341900000.0,827000000.0,-1590800000.0
Selling General Administrative,5896800000.0,5650300000.0,5456400000.0,5081600000.0
Gross Profit,7746100000.0,7824600000.0,7040700000.0,6947500000.0
Ebit,1849300000.0,2174300000.0,1584300000.0,1800500000.0
Operating Income,1849300000.0,2174300000.0,1584300000.0,1800500000.0
Other Operating Expenses,,,,
Interest Expense,-132400000.0,-147300000.0,-162100000.0,-213000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,304300000.0,397900000.0,271700000.0,281800000.0
Total Revenue,26321200000.0,25509300000.0,23610800000.0,22823300000.0
Total Operating Expenses,24471900000.0,23335000000.0,22026500000.0,21022800000.0
Cost Of Revenue,18575100000.0,17684700000.0,16570100000.0,15875800000.0
Total Other Income Expense Net,-217100000.0,-434500000.0,-485600000.0,-3109500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1327900000.0,1341900000.0,827000000.0,-1590800000.0
Net Income Applicable To Common Shares,1327900000.0,1341900000.0,827000000.0,-1590800000.0
