,2021-12-03,2020-11-27,2019-11-29,2018-11-30
Research Development,2540000000.0,2188000000.0,1930000000.0,1538000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,5705000000.0,4176000000.0,3205000000.0,2794000000.0
Minority Interest,,,,
Net Income,4822000000.0,5260000000.0,2951000000.0,2591000000.0
Selling General Administrative,5406000000.0,4559000000.0,4125000000.0,3366000000.0
Gross Profit,13920000000.0,11146000000.0,9498000000.0,7835000000.0
Ebit,5802000000.0,4237000000.0,3268000000.0,2840000000.0
Operating Income,5802000000.0,4237000000.0,3268000000.0,2840000000.0
Other Operating Expenses,,,,
Interest Expense,-113000000.0,-116000000.0,-157000000.0,-89000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,883000000.0,-1084000000.0,254000000.0,203000000.0
Total Revenue,15785000000.0,12868000000.0,11171000000.0,9030000000.0
Total Operating Expenses,9983000000.0,8631000000.0,7903000000.0,6190000000.0
Cost Of Revenue,1865000000.0,1722000000.0,1673000000.0,1195000000.0
Total Other Income Expense Net,-97000000.0,-61000000.0,-63000000.0,-46000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,4822000000.0,5260000000.0,2951000000.0,2591000000.0
Net Income Applicable To Common Shares,4822000000.0,5260000000.0,2951000000.0,2591000000.0
