,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,629000000.0,357000000.0,346000000.0,311583000.0
Effect Of Accounting Charges,,,,
Income Before Tax,354000000.0,441000000.0,557000000.0,447757000.0
Minority Interest,140000000.0,110000000.0,111287000.0,92229000.0
Net Income,270000000.0,363000000.0,456000000.0,337302000.0
Selling General Administrative,1474000000.0,792000000.0,859000000.0,678371000.0
Gross Profit,4108000000.0,2087000000.0,2113000000.0,1682707000.0
Ebit,1273000000.0,745000000.0,715000000.0,616874000.0
Operating Income,1273000000.0,745000000.0,715000000.0,616874000.0
Other Operating Expenses,,,,
Interest Expense,-289000000.0,-132000000.0,-138000000.0,-132558000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,75000000.0,74000000.0,97000000.0,107976000.0
Total Revenue,11656000000.0,5084000000.0,5140000000.0,3977539000.0
Total Operating Expenses,10383000000.0,4339000000.0,4425000000.0,3360665000.0
Cost Of Revenue,7548000000.0,2997000000.0,3027000000.0,2294832000.0
Total Other Income Expense Net,-919000000.0,-304000000.0,-158000000.0,-169117000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,279000000.0,367000000.0,460000000.0,339781000.0
Net Income Applicable To Common Shares,268000000.0,365000000.0,454000000.0,333454000.0
