,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,86000000.0,74000000.0,67000000.0,72000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,2248000000.0,2251000000.0,988000000.0,1510000000.0
Minority Interest,348000000.0,369000000.0,391000000.0,395000000.0
Net Income,1890000000.0,1985000000.0,852000000.0,1207000000.0
Selling General Administrative,527000000.0,464000000.0,502000000.0,606000000.0
Gross Profit,2682000000.0,1293000000.0,1606000000.0,1972000000.0
Ebit,2044000000.0,734000000.0,1013000000.0,1270000000.0
Operating Income,2044000000.0,734000000.0,1013000000.0,1270000000.0
Other Operating Expenses,,-1000000.0,114000000.0,114000000.0
Interest Expense,-91000000.0,-109000000.0,-115000000.0,-125000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,330000000.0,247000000.0,124000000.0,292000000.0
Total Revenue,8537000000.0,5655000000.0,6297000000.0,7155000000.0
Total Operating Expenses,6493000000.0,4921000000.0,5284000000.0,5885000000.0
Cost Of Revenue,5855000000.0,4362000000.0,4691000000.0,5183000000.0
Total Other Income Expense Net,204000000.0,1517000000.0,-25000000.0,240000000.0
Discontinued Operations,-22000000.0,-12000000.0,-6000000.0,-5000000.0
Net Income From Continuing Ops,1918000000.0,2004000000.0,864000000.0,1218000000.0
Net Income Applicable To Common Shares,1890000000.0,1985000000.0,852000000.0,1207000000.0
