,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,8938000000.0,3728000000.0,2548000000.0,3742000000.0
Minority Interest,,,,
Net Income,7005000000.0,3189000000.0,2248000000.0,3229000000.0
Selling General Administrative,-227000000.0,3249000000.0,4290000000.0,2617000000.0
Gross Profit,7268000000.0,7478000000.0,7259000000.0,6820000000.0
Ebit,7495000000.0,4229000000.0,2969000000.0,4203000000.0
Operating Income,7495000000.0,4229000000.0,2969000000.0,4203000000.0
Other Operating Expenses,,,,
Interest Expense,-556000000.0,-593000000.0,-528000000.0,-562000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1933000000.0,539000000.0,300000000.0,513000000.0
Total Revenue,35667000000.0,36799000000.0,33841000000.0,30095000000.0
Total Operating Expenses,28172000000.0,32570000000.0,30872000000.0,25892000000.0
Cost Of Revenue,28399000000.0,29321000000.0,26582000000.0,23275000000.0
Total Other Income Expense Net,1443000000.0,-501000000.0,-421000000.0,-461000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,7005000000.0,3189000000.0,2248000000.0,3229000000.0
Net Income Applicable To Common Shares,7005000000.0,3189000000.0,2248000000.0,3229000000.0
