,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3126600000.0,2219100000.0,1104900000.0,1268300000.0
Minority Interest,20600000.0,20700000.0,20100000.0,19100000.0
Net Income,2377300000.0,1556100000.0,823800000.0,883700000.0
Selling General Administrative,1853900000.0,1672000000.0,1624500000.0,1578400000.0
Gross Profit,5624300000.0,4952800000.0,3252500000.0,3176400000.0
Ebit,3489200000.0,3032900000.0,1384800000.0,1366300000.0
Operating Income,3489200000.0,3032900000.0,1384800000.0,1366300000.0
Other Operating Expenses,,,,
Interest Expense,-212100000.0,-207400000.0,-240700000.0,-244200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,747100000.0,662100000.0,280000000.0,384400000.0
Total Revenue,16120900000.0,13978500000.0,11554800000.0,11333400000.0
Total Operating Expenses,12631700000.0,10945600000.0,10170000000.0,9967100000.0
Cost Of Revenue,10496600000.0,9025700000.0,8302300000.0,8157000000.0
Total Other Income Expense Net,-362600000.0,-813800000.0,-279900000.0,-98000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2379500000.0,1557000000.0,824900000.0,883900000.0
Net Income Applicable To Common Shares,2377300000.0,1556100000.0,823800000.0,883700000.0
