,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1034000000.0,681000000.0,607000000.0,638000000.0
Minority Interest,58000000.0,62000000.0,70000000.0,104000000.0
Net Income,878000000.0,585000000.0,566000000.0,454000000.0
Selling General Administrative,593000000.0,525000000.0,417000000.0,478000000.0
Gross Profit,2726000000.0,2458000000.0,2271000000.0,2306000000.0
Ebit,1433000000.0,1265000000.0,1176000000.0,1126000000.0
Operating Income,1433000000.0,1265000000.0,1176000000.0,1126000000.0
Other Operating Expenses,,,,
Interest Expense,-270000000.0,-275000000.0,-317000000.0,-301000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,156000000.0,99000000.0,71000000.0,185000000.0
Total Revenue,13811000000.0,11781000000.0,11474000000.0,11635000000.0
Total Operating Expenses,12378000000.0,10516000000.0,10298000000.0,10509000000.0
Cost Of Revenue,11085000000.0,9323000000.0,9203000000.0,9329000000.0
Total Other Income Expense Net,-399000000.0,-584000000.0,-569000000.0,-488000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,878000000.0,582000000.0,536000000.0,453000000.0
Net Income Applicable To Common Shares,878000000.0,585000000.0,566000000.0,454000000.0
