,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,19668000000.0,14418000000.0,11301000000.0,11237000000.0
Minority Interest,1157000000.0,1368000000.0,1148000000.0,1160000000.0
Net Income,15034000000.0,10996000000.0,9042000000.0,8748000000.0
Selling General Administrative,29827000000.0,24901000000.0,22890000000.0,21979000000.0
Gross Profit,53295000000.0,43363000000.0,36851000000.0,35698000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,23464000000.0,17701000000.0,13800000000.0,13719000000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,4548000000.0,3239000000.0,2064000000.0,2350000000.0
Total Revenue,59755000000.0,48757000000.0,41538000000.0,40107000000.0
Total Operating Expenses,36291000000.0,31056000000.0,27738000000.0,26388000000.0
Cost Of Revenue,6460000000.0,5394000000.0,4687000000.0,4409000000.0
Total Other Income Expense Net,-3796000000.0,-3283000000.0,-2499000000.0,-2482000000.0
Discontinued Operations,,,,-4000000.0
Net Income From Continuing Ops,15120000000.0,11179000000.0,9237000000.0,8887000000.0
Net Income Applicable To Common Shares,14566000000.0,10500000000.0,8512000000.0,8222000000.0
