,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1543000000.0,-2010000000.0,3486000000.0,4232000000.0
Minority Interest,1387000000.0,841000000.0,733000000.0,1064000000.0
Net Income,930000000.0,-1421000000.0,2422000000.0,3122000000.0
Selling General Administrative,808000000.0,719000000.0,821000000.0,897000000.0
Gross Profit,5487000000.0,1266000000.0,6531000000.0,7611000000.0
Ebit,2235000000.0,-1512000000.0,3883000000.0,4600000000.0
Operating Income,2235000000.0,-1512000000.0,3883000000.0,4600000000.0
Other Operating Expenses,87000000.0,-262000000.0,-428000000.0,45000000.0
Interest Expense,-603000000.0,-563000000.0,-454000000.0,-470000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,255000000.0,-903000000.0,702000000.0,879000000.0
Total Revenue,108332000000.0,60115000000.0,102729000000.0,111407000000.0
Total Operating Expenses,106097000000.0,61627000000.0,98846000000.0,106807000000.0
Cost Of Revenue,102845000000.0,58849000000.0,96198000000.0,103796000000.0
Total Other Income Expense Net,-692000000.0,-498000000.0,-397000000.0,-368000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1288000000.0,-1107000000.0,2784000000.0,3353000000.0
Net Income Applicable To Common Shares,924000000.0,-1426000000.0,2415000000.0,3113000000.0
