,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,6488000000.0,6262000000.0,5910000000.0,5379000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,4837000000.0,2572000000.0,7206000000.0,11342000000.0
Minority Interest,95000000.0,129000000.0,144000000.0,134000000.0
Net Income,5743000000.0,5590000000.0,9431000000.0,8728000000.0
Selling General Administrative,19803000000.0,19586000000.0,18724000000.0,19366000000.0
Gross Profit,31486000000.0,30865000000.0,31534000000.0,36937000000.0
Ebit,5772000000.0,5596000000.0,7539000000.0,13218000000.0
Operating Income,5772000000.0,5596000000.0,7539000000.0,13218000000.0
Other Operating Expenses,-577000000.0,-579000000.0,-639000000.0,-1026000000.0
Interest Expense,-1155000000.0,-1288000000.0,-1344000000.0,-723000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,124000000.0,-1360000000.0,60000000.0,2619000000.0
Total Revenue,57351000000.0,55179000000.0,57714000000.0,79591000000.0
Total Operating Expenses,51579000000.0,49583000000.0,50175000000.0,66373000000.0
Cost Of Revenue,25865000000.0,24314000000.0,26180000000.0,42654000000.0
Total Other Income Expense Net,-935000000.0,-3024000000.0,-333000000.0,-1876000000.0
Discontinued Operations,1030000000.0,1658000000.0,2285000000.0,5000000.0
Net Income From Continuing Ops,4713000000.0,3932000000.0,7146000000.0,8723000000.0
Net Income Applicable To Common Shares,5743000000.0,5590000000.0,9431000000.0,8728000000.0
