,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1337000000.0,1150000000.0,998000000.0,1101000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,3164000000.0,2616000000.0,1633000000.0,1877000000.0
Minority Interest,,,,
Net Income,2699000000.0,2197000000.0,1503000000.0,1848000000.0
Selling General Administrative,1813000000.0,1848000000.0,1658000000.0,1884000000.0
Gross Profit,6486000000.0,5826000000.0,4395000000.0,4983000000.0
Ebit,3336000000.0,2828000000.0,1739000000.0,1998000000.0
Operating Income,3336000000.0,2828000000.0,1739000000.0,1998000000.0
Other Operating Expenses,,,,
Interest Expense,-108000000.0,-99000000.0,-90000000.0,-140000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,465000000.0,419000000.0,130000000.0,29000000.0
Total Revenue,8803000000.0,8086000000.0,6489000000.0,7500000000.0
Total Operating Expenses,5467000000.0,5258000000.0,4750000000.0,5502000000.0
Cost Of Revenue,2317000000.0,2260000000.0,2094000000.0,2517000000.0
Total Other Income Expense Net,-172000000.0,-212000000.0,-106000000.0,-121000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2699000000.0,2197000000.0,1503000000.0,1848000000.0
Net Income Applicable To Common Shares,2699000000.0,2197000000.0,1503000000.0,1848000000.0
