,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,734000000.0,686000000.0,687000000.0,637000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1552000000.0,1174000000.0,1001000000.0,1102000000.0
Minority Interest,17000000.0,17000000.0,17000000.0,17000000.0
Net Income,1245000000.0,949000000.0,868000000.0,966000000.0
Selling General Administrative,1230000000.0,1212000000.0,1325000000.0,1179000000.0
Gross Profit,4048000000.0,3637000000.0,3948000000.0,3539000000.0
Ebit,2084000000.0,1739000000.0,1936000000.0,1535000000.0
Operating Income,2084000000.0,1739000000.0,1936000000.0,1535000000.0
Other Operating Expenses,,,,
Interest Expense,-215000000.0,-233000000.0,-237000000.0,-240000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,302000000.0,221000000.0,130000000.0,133000000.0
Total Revenue,8171000000.0,7414000000.0,7887000000.0,7343000000.0
Total Operating Expenses,6087000000.0,5675000000.0,5951000000.0,5808000000.0
Cost Of Revenue,4123000000.0,3777000000.0,3939000000.0,3804000000.0
Total Other Income Expense Net,-532000000.0,-565000000.0,-935000000.0,-433000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1250000000.0,953000000.0,871000000.0,969000000.0
Net Income Applicable To Common Shares,1245000000.0,949000000.0,868000000.0,966000000.0
