,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3824000000.0,6890000000.0,766000000.0,9341000000.0
Minority Interest,,126000000.0,135000000.0,41000000.0
Net Income,2475000000.0,4467000000.0,-1293000000.0,6963000000.0
Selling General Administrative,1909000000.0,1888000000.0,1911000000.0,2342000000.0
Gross Profit,13940000000.0,13488000000.0,12713000000.0,12176000000.0
Ebit,12031000000.0,11600000000.0,10802000000.0,9834000000.0
Operating Income,12031000000.0,11600000000.0,10802000000.0,9834000000.0
Other Operating Expenses,,,,
Interest Expense,-1186000000.0,-1259000000.0,-1258000000.0,-679000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1349000000.0,2436000000.0,2064000000.0,2374000000.0
Total Revenue,21111000000.0,20841000000.0,19796000000.0,19627000000.0
Total Operating Expenses,9080000000.0,9241000000.0,8994000000.0,9793000000.0
Cost Of Revenue,7171000000.0,7353000000.0,7083000000.0,7451000000.0
Total Other Income Expense Net,-8207000000.0,-4710000000.0,-10036000000.0,-493000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2475000000.0,4454000000.0,-1298000000.0,6967000000.0
Net Income Applicable To Common Shares,2464000000.0,4459000000.0,-1300000000.0,6955000000.0
