,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,443000000.0,210000000.0,220000000.0,365000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1529000000.0,2752000000.0,3696000000.0,2729000000.0
Minority Interest,,,,
Net Income,1351000000.0,2160000000.0,3218000000.0,2153000000.0
Selling General Administrative,1669000000.0,1356000000.0,1443000000.0,1956000000.0
Gross Profit,3929000000.0,4413000000.0,5503000000.0,5091000000.0
Ebit,1817000000.0,2847000000.0,3840000000.0,2770000000.0
Operating Income,1817000000.0,2847000000.0,3840000000.0,2770000000.0
Other Operating Expenses,,,,
Interest Expense,-258000000.0,-258000000.0,-258000000.0,-6000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,178000000.0,496000000.0,390000000.0,576000000.0
Total Revenue,6304000000.0,6532000000.0,7777000000.0,9777000000.0
Total Operating Expenses,4487000000.0,3685000000.0,3937000000.0,7007000000.0
Cost Of Revenue,2375000000.0,2119000000.0,2274000000.0,4686000000.0
Total Other Income Expense Net,-288000000.0,-95000000.0,-144000000.0,-41000000.0
Discontinued Operations,,-96000000.0,-88000000.0,-88000000.0
Net Income From Continuing Ops,1351000000.0,2256000000.0,3306000000.0,2153000000.0
Net Income Applicable To Common Shares,1351000000.0,2160000000.0,3218000000.0,2153000000.0
