,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,66326000.0,65546000.0,63038000.0,60782000.0
Effect Of Accounting Charges,,,,
Income Before Tax,517533000.0,498754000.0,369029000.0,354982000.0
Minority Interest,10478000.0,12848000.0,7988000.0,11340000.0
Net Income,397400000.0,407659000.0,303721000.0,290915000.0
Selling General Administrative,695686000.0,708506000.0,644787000.0,615767000.0
Gross Profit,1368778000.0,1323215000.0,1174986000.0,1092746000.0
Ebit,606766000.0,549163000.0,467161000.0,416197000.0
Operating Income,606766000.0,549163000.0,467161000.0,416197000.0
Other Operating Expenses,,,,
Interest Expense,-37180000.0,-40279000.0,-45015000.0,-50629000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,120663000.0,90895000.0,64283000.0,63360000.0
Total Revenue,3107519000.0,3030895000.0,2782170000.0,2619996000.0
Total Operating Expenses,2500753000.0,2481732000.0,2315009000.0,2203799000.0
Cost Of Revenue,1738741000.0,1707680000.0,1607184000.0,1527250000.0
Total Other Income Expense Net,-89233000.0,-50409000.0,-98132000.0,-61215000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,396870000.0,407859000.0,304746000.0,291622000.0
Net Income Applicable To Common Shares,397400000.0,407659000.0,303721000.0,290915000.0
