,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1518494000.0,1318262000.0,1195439000.0,1048478000.0
Minority Interest,1615472000.0,1513214000.0,1366209000.0,1329597000.0
Net Income,978450000.0,773642000.0,810981000.0,159394000.0
Selling General Administrative,1195335000.0,1212584000.0,1103312000.0,1135454000.0
Gross Profit,3646383000.0,3561991000.0,3473994000.0,3216638000.0
Ebit,1770433000.0,1718972000.0,1755530000.0,1490149000.0
Operating Income,1770433000.0,1718972000.0,1755530000.0,1490149000.0
Other Operating Expenses,,,,
Interest Expense,-279745000.0,-297030000.0,-435233000.0,-478969000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,306732000.0,313932000.0,279628000.0,258400000.0
Total Revenue,11618797000.0,11550604000.0,11388479000.0,11412151000.0
Total Operating Expenses,9848364000.0,9831632000.0,9632949000.0,9922002000.0
Cost Of Revenue,7972414000.0,7988613000.0,7914485000.0,8195513000.0
Total Other Income Expense Net,-251939000.0,-400710000.0,-560091000.0,-441671000.0
Discontinued Operations,,-9653000.0,105483000.0,-457038000.0
Net Income From Continuing Ops,1211762000.0,1004330000.0,915811000.0,790078000.0
Net Income Applicable To Common Shares,978450000.0,773642000.0,810981000.0,159394000.0
