,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1490000000.0,-2850000000.0,221000000.0,220000000.0
Minority Interest,726000000.0,969000000.0,974000000.0,1259000000.0
Net Income,559000000.0,-3093000000.0,-408000000.0,-282000000.0
Selling General Administrative,1569000000.0,1550000000.0,1604000000.0,1516000000.0
Gross Profit,5267000000.0,3660000000.0,4575000000.0,4381000000.0
Ebit,2087000000.0,-259000000.0,694000000.0,755000000.0
Operating Income,2087000000.0,-259000000.0,694000000.0,755000000.0
Other Operating Expenses,-79000000.0,-56000000.0,-78000000.0,-116000000.0
Interest Expense,-481000000.0,-468000000.0,-380000000.0,-399000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,600000000.0,-11000000.0,461000000.0,335000000.0
Total Revenue,7301000000.0,4543000000.0,6311000000.0,6152000000.0
Total Operating Expenses,5214000000.0,4802000000.0,5617000000.0,5397000000.0
Cost Of Revenue,2034000000.0,883000000.0,1736000000.0,1771000000.0
Total Other Income Expense Net,-597000000.0,-2591000000.0,-473000000.0,-535000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,890000000.0,-2839000000.0,-240000000.0,-115000000.0
Net Income Applicable To Common Shares,559000000.0,-3093000000.0,-412000000.0,-328000000.0
