,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,56052000000.0,42740000000.0,35931000000.0,28837000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,38155000000.0,24194000000.0,13962000000.0,11270000000.0
Minority Interest,,,,
Net Income,33364000000.0,21331000000.0,11588000000.0,10073000000.0
Selling General Administrative,116485000000.0,87193000000.0,64313000000.0,52177000000.0
Gross Profit,197478000000.0,152757000000.0,114986000000.0,93731000000.0
Ebit,24879000000.0,22899000000.0,14541000000.0,12421000000.0
Operating Income,24879000000.0,22899000000.0,14541000000.0,12421000000.0
Other Operating Expenses,62000000.0,-75000000.0,201000000.0,296000000.0
Interest Expense,-1809000000.0,-1647000000.0,-1600000000.0,-1417000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,4791000000.0,2863000000.0,2374000000.0,1197000000.0
Total Revenue,469822000000.0,386064000000.0,280522000000.0,232887000000.0
Total Operating Expenses,444943000000.0,363165000000.0,265981000000.0,220466000000.0
Cost Of Revenue,272344000000.0,233307000000.0,165536000000.0,139156000000.0
Total Other Income Expense Net,13276000000.0,1295000000.0,-579000000.0,-1151000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,33364000000.0,21331000000.0,11588000000.0,10073000000.0
Net Income Applicable To Common Shares,33364000000.0,21331000000.0,11588000000.0,10073000000.0
