,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1022291000.0,628331000.0,742257000.0,880273000.0
Minority Interest,,,,
Net Income,844245000.0,506421000.0,576968000.0,664505000.0
Selling General Administrative,526371000.0,496122000.0,497806000.0,449610000.0
Gross Profit,1608479000.0,1169390000.0,1287782000.0,1361693000.0
Ebit,1082108000.0,673268000.0,789976000.0,912083000.0
Operating Income,1082108000.0,673268000.0,789976000.0,912083000.0
Other Operating Expenses,,,,
Interest Expense,-52100000.0,-48237000.0,-47719000.0,-31810000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,178046000.0,121910000.0,165289000.0,215768000.0
Total Revenue,23102138000.0,16207106000.0,15309508000.0,16631172000.0
Total Operating Expenses,22020030000.0,15533838000.0,14519532000.0,15719089000.0
Cost Of Revenue,21493659000.0,15037716000.0,14021726000.0,15269479000.0
Total Other Income Expense Net,-59817000.0,-44937000.0,-47719000.0,-31810000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,844245000.0,506421000.0,576968000.0,664505000.0
Net Income Applicable To Common Shares,844245000.0,506421000.0,576968000.0,664505000.0
