,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,85900000.0,75700000.0,78900000.0,76700000.0
Effect Of Accounting Charges,,,,
Income Before Tax,626800000.0,432100000.0,407500000.0,379800000.0
Minority Interest,,,,
Net Income,553000000.0,358600000.0,355700000.0,347400000.0
Selling General Administrative,589000000.0,515300000.0,539400000.0,502800000.0
Gross Profit,1319200000.0,1057600000.0,1051500000.0,1047700000.0
Ebit,644300000.0,466600000.0,433200000.0,468200000.0
Operating Income,644300000.0,466600000.0,433200000.0,468200000.0
Other Operating Expenses,,,,
Interest Expense,-12500000.0,-23900000.0,-30100000.0,-32600000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,70800000.0,75000000.0,45800000.0,58100000.0
Total Revenue,3764800000.0,3017800000.0,2957200000.0,2965100000.0
Total Operating Expenses,3120500000.0,2551200000.0,2524000000.0,2496900000.0
Cost Of Revenue,2445600000.0,1960200000.0,1905700000.0,1917400000.0
Total Other Income Expense Net,-17500000.0,-34500000.0,-25700000.0,-88400000.0
Discontinued Operations,-3000000.0,1500000.0,-6000000.0,25700000.0
Net Income From Continuing Ops,556000000.0,357100000.0,361700000.0,321700000.0
Net Income Applicable To Common Shares,553000000.0,358600000.0,355700000.0,347400000.0
