,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2323000000.0,3072000000.0,2773000000.0,1916000000.0
Minority Interest,223000000.0,243000000.0,227000000.0,241000000.0
Net Income,1814000000.0,2352000000.0,2157000000.0,1410000000.0
Selling General Administrative,3286000000.0,3512000000.0,3199000000.0,3151000000.0
Gross Profit,6142000000.0,7105000000.0,6451000000.0,6138000000.0
Ebit,2843000000.0,3522000000.0,3254000000.0,3026000000.0
Operating Income,2843000000.0,3522000000.0,3254000000.0,3026000000.0
Other Operating Expenses,13000000.0,71000000.0,-2000000.0,-39000000.0
Interest Expense,-256000000.0,-252000000.0,-261000000.0,-263000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,479000000.0,676000000.0,576000000.0,471000000.0
Total Revenue,19440000000.0,19140000000.0,18450000000.0,18486000000.0
Total Operating Expenses,16597000000.0,15618000000.0,15196000000.0,15460000000.0
Cost Of Revenue,13298000000.0,12035000000.0,11999000000.0,12348000000.0
Total Other Income Expense Net,-520000000.0,-450000000.0,-481000000.0,-1110000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1844000000.0,2396000000.0,2197000000.0,1445000000.0
Net Income Applicable To Common Shares,1814000000.0,2352000000.0,2157000000.0,1410000000.0
