,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2907000000.0,-5776000000.0,362000000.0,1113000000.0
Minority Interest,1157000000.0,1010000000.0,1657000000.0,467000000.0
Net Income,2182000000.0,-4517000000.0,240000000.0,846000000.0
Selling General Administrative,146000000.0,88000000.0,104000000.0,65000000.0
Gross Profit,5577000000.0,2001000000.0,3034000000.0,1728000000.0
Ebit,3101000000.0,513000000.0,1334000000.0,1148000000.0
Operating Income,3101000000.0,513000000.0,1334000000.0,1148000000.0
Other Operating Expenses,1055000000.0,89000000.0,142000000.0,-108000000.0
Interest Expense,-70000000.0,-250000000.0,-130000000.0,-88000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,631000000.0,-1104000000.0,47000000.0,168000000.0
Total Revenue,6443000000.0,2671000000.0,3951000000.0,2164000000.0
Total Operating Expenses,3342000000.0,2158000000.0,2617000000.0,1016000000.0
Cost Of Revenue,866000000.0,670000000.0,917000000.0,436000000.0
Total Other Income Expense Net,-194000000.0,-6289000000.0,-972000000.0,-35000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2276000000.0,-4672000000.0,315000000.0,945000000.0
Net Income Applicable To Common Shares,2182000000.0,-4517000000.0,240000000.0,846000000.0
