,2022-01-01,2021-01-02,2019-12-28,2018-12-29
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1088400000.0,835500000.0,923000000.0,910600000.0
Minority Interest,21900000.0,21700000.0,21700000.0,19800000.0
Net Income,820500000.0,627000000.0,693500000.0,679900000.0
Selling General Administrative,1244100000.0,1100600000.0,1117200000.0,1140300000.0
Gross Profit,2382800000.0,2004200000.0,2089600000.0,2099900000.0
Ebit,1138700000.0,903600000.0,972400000.0,959600000.0
Operating Income,1138700000.0,903600000.0,972400000.0,959600000.0
Other Operating Expenses,,,,
Interest Expense,-53000000.0,-53800000.0,-48800000.0,-50100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,247000000.0,189100000.0,211800000.0,214400000.0
Total Revenue,4601700000.0,3942200000.0,4067700000.0,4070400000.0
Total Operating Expenses,3463000000.0,3038600000.0,3095300000.0,3110800000.0
Cost Of Revenue,2218900000.0,1938000000.0,1978100000.0,1970500000.0
Total Other Income Expense Net,-50300000.0,-68100000.0,-49400000.0,-49000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,841400000.0,646400000.0,711200000.0,696200000.0
Net Income Applicable To Common Shares,820500000.0,627000000.0,693500000.0,679900000.0
