,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,130841000.0,119747000.0,113857000.0,106208000.0
Effect Of Accounting Charges,,,,
Income Before Tax,559468000.0,357732000.0,339903000.0,219628000.0
Minority Interest,,,,
Net Income,485374000.0,335324000.0,461466000.0,200802000.0
Selling General Administrative,851610000.0,781732000.0,797851000.0,744085000.0
Gross Profit,1552902000.0,1324874000.0,1409005000.0,1302816000.0
Ebit,570451000.0,423395000.0,497297000.0,452523000.0
Operating Income,570451000.0,423395000.0,497297000.0,452523000.0
Other Operating Expenses,,,,
Interest Expense,-56969000.0,-66494000.0,-80270000.0,-103020000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,74349000.0,21931000.0,-122078000.0,23196000.0
Total Revenue,2809563000.0,2537156000.0,2595362000.0,2448383000.0
Total Operating Expenses,2239112000.0,2113761000.0,2098065000.0,1995860000.0
Cost Of Revenue,1256661000.0,1212282000.0,1186357000.0,1145567000.0
Total Other Income Expense Net,-10983000.0,-65663000.0,-157394000.0,-232895000.0
Discontinued Operations,255000.0,-477000.0,-515000.0,4370000.0
Net Income From Continuing Ops,485119000.0,335801000.0,461981000.0,196432000.0
Net Income Applicable To Common Shares,485374000.0,335324000.0,461466000.0,200802000.0
