,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1004000000.0,-1465000000.0,392000000.0,1427000000.0
Minority Interest,,,,
Net Income,946000000.0,-1451000000.0,480000000.0,1096000000.0
Selling General Administrative,274000000.0,258000000.0,353000000.0,408000000.0
Gross Profit,4355000000.0,1971000000.0,3808000000.0,4635000000.0
Ebit,1151000000.0,-868000000.0,526000000.0,1184000000.0
Operating Income,1151000000.0,-868000000.0,526000000.0,1184000000.0
Other Operating Expenses,728000000.0,84000000.0,383000000.0,313000000.0
Interest Expense,-203000000.0,-267000000.0,-280000000.0,-280000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,58000000.0,-14000000.0,-88000000.0,331000000.0
Total Revenue,5616000000.0,3122000000.0,5125000000.0,6052000000.0
Total Operating Expenses,4465000000.0,3990000000.0,4599000000.0,4868000000.0
Cost Of Revenue,1261000000.0,1151000000.0,1317000000.0,1417000000.0
Total Other Income Expense Net,-147000000.0,-597000000.0,-134000000.0,243000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,946000000.0,-1451000000.0,480000000.0,1096000000.0
Net Income Applicable To Common Shares,946000000.0,-1451000000.0,480000000.0,1096000000.0
