,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1543000000.0,463000000.0,772000000.0,547000000.0
Minority Interest,2830000000.0,2681000000.0,2740000000.0,2773000000.0
Net Income,917000000.0,317000000.0,493000000.0,290000000.0
Selling General Administrative,226000000.0,205000000.0,233000000.0,211000000.0
Gross Profit,2387000000.0,827000000.0,1174000000.0,917000000.0
Ebit,2238000000.0,633000000.0,936000000.0,724000000.0
Operating Income,2238000000.0,633000000.0,936000000.0,724000000.0
Other Operating Expenses,-77000000.0,-11000000.0,5000000.0,-18000000.0
Interest Expense,-184000000.0,-179000000.0,-237000000.0,-241000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,283000000.0,31000000.0,126000000.0,119000000.0
Total Revenue,6538000000.0,4124000000.0,4590000000.0,4429000000.0
Total Operating Expenses,4300000000.0,3491000000.0,3654000000.0,3705000000.0
Cost Of Revenue,4151000000.0,3297000000.0,3416000000.0,3512000000.0
Total Other Income Expense Net,-695000000.0,-170000000.0,-164000000.0,-177000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1260000000.0,432000000.0,646000000.0,428000000.0
Net Income Applicable To Common Shares,917000000.0,317000000.0,493000000.0,290000000.0
