,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1790700000.0,1288200000.0,1398900000.0,1257800000.0
Minority Interest,17200000.0,19400000.0,44800000.0,42100000.0
Net Income,1423400000.0,854900000.0,1410900000.0,1337600000.0
Selling General Administrative,2430900000.0,2233700000.0,2339900000.0,2252000000.0
Gross Profit,4477100000.0,3827500000.0,4027700000.0,3786500000.0
Ebit,2046200000.0,1593800000.0,1687800000.0,1534500000.0
Operating Income,2046200000.0,1593800000.0,1687800000.0,1534500000.0
Other Operating Expenses,,,,
Interest Expense,-233700000.0,-248700000.0,-242800000.0,-221000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,333500000.0,296800000.0,238600000.0,234900000.0
Total Revenue,14136400000.0,12454700000.0,13075900000.0,12343800000.0
Total Operating Expenses,12090200000.0,10860900000.0,11388100000.0,10809300000.0
Cost Of Revenue,9659300000.0,8627200000.0,9048200000.0,8557300000.0
Total Other Income Expense Net,-255500000.0,-305600000.0,-288900000.0,-276700000.0
Discontinued Operations,-20600000.0,-122300000.0,265800000.0,329800000.0
Net Income From Continuing Ops,1457200000.0,991400000.0,1160300000.0,1022900000.0
Net Income Applicable To Common Shares,1423400000.0,854900000.0,1410900000.0,1337600000.0
