,2021-12-25,2020-12-26,2019-12-28,2018-12-29
Research Development,840024000.0,705685000.0,605366000.0,567805000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1206796000.0,1103410000.0,987222000.0,823247000.0
Minority Interest,,,,
Net Income,1082200000.0,992324000.0,952486000.0,694080000.0
Selling General Administrative,831815000.0,721411000.0,683024000.0,633571000.0
Gross Profit,2890459000.0,2481336000.0,2233976000.0,1979719000.0
Ebit,1218620000.0,1054240000.0,945586000.0,778343000.0
Operating Income,1218620000.0,1054240000.0,945586000.0,778343000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,124596000.0,111086000.0,34736000.0,129167000.0
Total Revenue,4982795000.0,4186573000.0,3757505000.0,3347444000.0
Total Operating Expenses,3764175000.0,3132333000.0,2811919000.0,2569101000.0
Cost Of Revenue,2092336000.0,1705237000.0,1523529000.0,1367725000.0
Total Other Income Expense Net,-11824000.0,49170000.0,41636000.0,44904000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1082200000.0,992324000.0,952486000.0,694080000.0
Net Income Applicable To Common Shares,1082200000.0,992324000.0,952486000.0,694080000.0
