,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,7925000000.0,6238000000.0,5985000000.0,5068000000.0
Minority Interest,68000000.0,68000000.0,68000000.0,68000000.0
Net Income,6104000000.0,4572000000.0,4807000000.0,3750000000.0
Selling General Administrative,26600000000.0,25202000000.0,15356000000.0,14020000000.0
Gross Profit,35998000000.0,33823000000.0,22426000000.0,20196000000.0
Ebit,8957000000.0,8260000000.0,6732000000.0,5818000000.0
Operating Income,8957000000.0,8260000000.0,6732000000.0,5818000000.0
Other Operating Expenses,,,,
Interest Expense,-802000000.0,-785000000.0,-745000000.0,-739000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1830000000.0,1666000000.0,1178000000.0,1318000000.0
Total Revenue,138643000000.0,121868000000.0,104212000000.0,92091000000.0
Total Operating Expenses,129686000000.0,113608000000.0,97480000000.0,86273000000.0
Cost Of Revenue,102645000000.0,88045000000.0,81786000000.0,71895000000.0
Total Other Income Expense Net,-1032000000.0,-2022000000.0,-747000000.0,-750000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,6095000000.0,4572000000.0,4807000000.0,3750000000.0
Net Income Applicable To Common Shares,6104000000.0,4572000000.0,4807000000.0,3750000000.0
