,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,618000000.0,625000000.0,689000000.0,1070000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,2196000000.0,-2246000000.0,-126000000.0,600000000.0
Minority Interest,617000000.0,566000000.0,569000000.0,1608000000.0
Net Income,6467000000.0,-2951000000.0,498000000.0,3845000000.0
Selling General Administrative,1803000000.0,1671000000.0,1985000000.0,2932000000.0
Gross Profit,5850000000.0,4830000000.0,5410000000.0,8920000000.0
Ebit,2704000000.0,1838000000.0,2035000000.0,3874000000.0
Operating Income,2704000000.0,1838000000.0,2035000000.0,3874000000.0
Other Operating Expenses,,,,
Interest Expense,-525000000.0,-672000000.0,-667000000.0,-55000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,392000000.0,160000000.0,-2000000.0,195000000.0
Total Revenue,16653000000.0,14338000000.0,15436000000.0,22594000000.0
Total Operating Expenses,13949000000.0,12500000000.0,13401000000.0,18720000000.0
Cost Of Revenue,10803000000.0,9508000000.0,10026000000.0,13674000000.0
Total Other Income Expense Net,-508000000.0,-4084000000.0,-2161000000.0,-3274000000.0
Discontinued Operations,4711000000.0,-517000000.0,724000000.0,3595000000.0
Net Income From Continuing Ops,1804000000.0,-2406000000.0,-124000000.0,405000000.0
Net Income Applicable To Common Shares,6467000000.0,-2951000000.0,497000000.0,3828000000.0
