,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,31234000000.0,-28883000000.0,20056000000.0,30953000000.0
Minority Interest,7106000000.0,6980000000.0,7288000000.0,6734000000.0
Net Income,23040000000.0,-22440000000.0,14340000000.0,20840000000.0
Selling General Administrative,9849000000.0,10881000000.0,12168000000.0,12300000000.0
Gross Profit,90045000000.0,57157000000.0,81066000000.0,90308000000.0
Ebit,26780000000.0,-4432000000.0,15545000000.0,23267000000.0
Operating Income,26780000000.0,-4432000000.0,15545000000.0,23267000000.0
Other Operating Expenses,32955000000.0,28425000000.0,33186000000.0,35230000000.0
Interest Expense,-947000000.0,-1158000000.0,-830000000.0,-766000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,7636000000.0,-5632000000.0,5282000000.0,9532000000.0
Total Revenue,278981000000.0,179784000000.0,259497000000.0,281060000000.0
Total Operating Expenses,252201000000.0,184216000000.0,243952000000.0,257793000000.0
Cost Of Revenue,188936000000.0,122627000000.0,178431000000.0,190752000000.0
Total Other Income Expense Net,4454000000.0,-24451000000.0,4511000000.0,7686000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,23598000000.0,-23251000000.0,14774000000.0,21421000000.0
Net Income Applicable To Common Shares,23040000000.0,-22440000000.0,14340000000.0,20840000000.0
