,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,159000000.0,152000000.0,163000000.0,181000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1961000000.0,1511000000.0,1861000000.0,1893000000.0
Minority Interest,641000000.0,661000000.0,626000000.0,646000000.0
Net Income,1246000000.0,906000000.0,1116000000.0,1049000000.0
Selling General Administrative,1909000000.0,1769000000.0,1699000000.0,1645000000.0
Gross Profit,4193000000.0,3779000000.0,3826000000.0,3726000000.0
Ebit,2149000000.0,1879000000.0,1953000000.0,1925000000.0
Operating Income,2149000000.0,1879000000.0,1953000000.0,1925000000.0
Other Operating Expenses,-24000000.0,-21000000.0,11000000.0,-25000000.0
Interest Expense,-136000000.0,-129000000.0,-129000000.0,-129000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,541000000.0,455000000.0,594000000.0,683000000.0
Total Revenue,14298000000.0,12756000000.0,13118000000.0,12915000000.0
Total Operating Expenses,12149000000.0,10877000000.0,11165000000.0,10990000000.0
Cost Of Revenue,10105000000.0,8977000000.0,9292000000.0,9189000000.0
Total Other Income Expense Net,-188000000.0,-368000000.0,-92000000.0,-32000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1420000000.0,1056000000.0,1267000000.0,1210000000.0
Net Income Applicable To Common Shares,1246000000.0,906000000.0,1103000000.0,1049000000.0
