,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1686000000.0,1415000000.0,1693000000.0,1850000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,8235000000.0,4009000000.0,7840000000.0,7846000000.0
Minority Interest,32000000.0,47000000.0,41000000.0,41000000.0
Net Income,6489000000.0,2998000000.0,6093000000.0,6147000000.0
Selling General Administrative,3433000000.0,3957000000.0,4796000000.0,4806000000.0
Gross Profit,13189000000.0,10127000000.0,14462000000.0,14903000000.0
Ebit,8274000000.0,4835000000.0,8113000000.0,8336000000.0
Operating Income,8274000000.0,4835000000.0,8113000000.0,8336000000.0
Other Operating Expenses,-204000000.0,-80000000.0,-140000000.0,-89000000.0
Interest Expense,-488000000.0,-514000000.0,-421000000.0,-404000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1742000000.0,1006000000.0,1746000000.0,1698000000.0
Total Revenue,50971000000.0,41748000000.0,53800000000.0,54722000000.0
Total Operating Expenses,42697000000.0,36913000000.0,45687000000.0,46386000000.0
Cost Of Revenue,37782000000.0,31621000000.0,39338000000.0,39819000000.0
Total Other Income Expense Net,-39000000.0,-826000000.0,-273000000.0,-490000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,6493000000.0,3003000000.0,6094000000.0,6148000000.0
Net Income Applicable To Common Shares,6489000000.0,2998000000.0,6093000000.0,6147000000.0
