,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2730400000.0,3116900000.0,1394900000.0,600241000.0
Minority Interest,,,,
Net Income,2342100000.0,2711700000.0,1176800000.0,2096896000.0
Selling General Administrative,840100000.0,770500000.0,658500000.0,557616000.0
Gross Profit,3619100000.0,3639900000.0,1860500000.0,1221582000.0
Ebit,2779000000.0,2869400000.0,1202000000.0,663966000.0
Operating Income,2779000000.0,2869400000.0,1202000000.0,663966000.0
Other Operating Expenses,,,,
Interest Expense,-61500000.0,-58200000.0,-58500000.0,-72471000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,388300000.0,405200000.0,218100000.0,-1486862000.0
Total Revenue,7574400000.0,6205700000.0,4162800000.0,3047597000.0
Total Operating Expenses,4795400000.0,3336300000.0,2960800000.0,2383631000.0
Cost Of Revenue,3955300000.0,2565800000.0,2302300000.0,1826015000.0
Total Other Income Expense Net,-48600000.0,247500000.0,192900000.0,-63725000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2342100000.0,2711700000.0,1176800000.0,2087103000.0
Net Income Applicable To Common Shares,2342100000.0,2711700000.0,1176800000.0,2096395000.0
