,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1590403000.0,1078033000.0,1025795000.0,959732000.0
Minority Interest,,,,
Net Income,1236719000.0,901248000.0,878539000.0,797197000.0
Selling General Administrative,474808000.0,431008000.0,447547000.0,428874000.0
Gross Profit,2116741000.0,1548499000.0,1497677000.0,1412642000.0
Ebit,1641933000.0,1117491000.0,1050130000.0,983768000.0
Operating Income,1641933000.0,1117491000.0,1050130000.0,983768000.0
Other Operating Expenses,,,,
Interest Expense,-51530000.0,-39458000.0,-24335000.0,-24036000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,353684000.0,176785000.0,147256000.0,162535000.0
Total Revenue,8966309000.0,7562791000.0,7425585000.0,7187106000.0
Total Operating Expenses,7324376000.0,6445300000.0,6375455000.0,6203338000.0
Cost Of Revenue,6849568000.0,6014292000.0,5927908000.0,5774464000.0
Total Other Income Expense Net,-51530000.0,-39458000.0,-24335000.0,-24036000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1236719000.0,901248000.0,878539000.0,797197000.0
Net Income Applicable To Common Shares,1236719000.0,901248000.0,878539000.0,797197000.0
