,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3705000000.0,-15705000000.0,354000000.0,5608000000.0
Minority Interest,,,,
Net Income,2322000000.0,-14831000000.0,-667000000.0,4131000000.0
Selling General Administrative,863000000.0,864000000.0,893000000.0,585000000.0
Gross Profit,16297000000.0,9341000000.0,12524000000.0,11256000000.0
Ebit,4361000000.0,-8335000000.0,2747000000.0,4701000000.0
Operating Income,4361000000.0,-8335000000.0,2747000000.0,4701000000.0
Other Operating Expenses,2070000000.0,1484000000.0,2212000000.0,1467000000.0
Interest Expense,-1492000000.0,-1852000000.0,-880000000.0,-356000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,915000000.0,-2172000000.0,861000000.0,1477000000.0
Total Revenue,25956000000.0,17809000000.0,20911000000.0,17824000000.0
Total Operating Expenses,21595000000.0,26144000000.0,18164000000.0,13123000000.0
Cost Of Revenue,9659000000.0,8468000000.0,8387000000.0,6568000000.0
Total Other Income Expense Net,-656000000.0,-7370000000.0,-2393000000.0,907000000.0
Discontinued Operations,-468000000.0,-1298000000.0,-15000000.0,-15000000.0
Net Income From Continuing Ops,2790000000.0,-13533000000.0,-507000000.0,4131000000.0
Net Income Applicable To Common Shares,1512000000.0,-15675000000.0,-985000000.0,4114000000.0
