,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,153000000.0,144000000.0,149000000.0,151000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,693000000.0,-1006000000.0,-852000000.0,-7992000000.0
Minority Interest,,26000000.0,33000000.0,34800000.0
Net Income,572000000.0,-770000000.0,107000000.0,-6942000000.0
Selling General Administrative,2113000000.0,2079000000.0,2264000000.0,2480000000.0
Gross Profit,3318000000.0,3083000000.0,3235000000.0,3518000000.0
Ebit,1052000000.0,860000000.0,822000000.0,887000000.0
Operating Income,1052000000.0,860000000.0,822000000.0,887000000.0
Other Operating Expenses,,,,
Interest Expense,-256000000.0,-274000000.0,-303000000.0,-446000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,121000000.0,-236000000.0,-1038000000.0,-1359000000.0
Total Revenue,10589000000.0,9385000000.0,9715000000.0,10154000000.0
Total Operating Expenses,9537000000.0,8525000000.0,8893000000.0,9267000000.0
Cost Of Revenue,7271000000.0,6302000000.0,6480000000.0,6636000000.0
Total Other Income Expense Net,-359000000.0,-1866000000.0,-1674000000.0,-8879000000.0
Discontinued Operations,,,-79000000.0,-309000000.0
Net Income From Continuing Ops,572000000.0,-770000000.0,186000000.0,-6633000000.0
Net Income Applicable To Common Shares,572000000.0,-770000000.0,107000000.0,-6942000000.0
