,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2010100000.0,1627600000.0,1944100000.0,1957800000.0
Minority Interest,,,,
Net Income,1545300000.0,1209300000.0,1492200000.0,1556400000.0
Selling General Administrative,4302300000.0,4008200000.0,3917900000.0,3784600000.0
Gross Profit,6546000000.0,5975800000.0,6087600000.0,5974700000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,2010100000.0,1680100000.0,1944100000.0,1957800000.0
Other Operating Expenses,233600000.0,287500000.0,225600000.0,232300000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,464800000.0,418300000.0,451900000.0,401400000.0
Total Revenue,6546000000.0,5975800000.0,6087600000.0,5974700000.0
Total Operating Expenses,4535900000.0,4295700000.0,4143500000.0,4016900000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,0.0,-52500000.0,0.0,0.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1545300000.0,1209300000.0,1492200000.0,1556400000.0
Net Income Applicable To Common Shares,1490600000.0,1141000000.0,1428900000.0,1489900000.0
