,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,746030000.0,648225000.0,542040000.0,664442000.0
Minority Interest,115260000.0,119290000.0,122540000.0,125790000.0
Net Income,618720000.0,550559000.0,538320000.0,511047000.0
Selling General Administrative,-112541000.0,-56341000.0,-22989000.0,-49791000.0
Gross Profit,1697217000.0,1634653000.0,1487356000.0,1578387000.0
Ebit,917851000.0,844493000.0,694949000.0,823478000.0
Operating Income,917851000.0,844493000.0,694949000.0,823478000.0
Other Operating Expenses,241032000.0,232123000.0,224467000.0,222346000.0
Interest Expense,-254314000.0,-247501000.0,-235251000.0,-243465000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,110086000.0,78173000.0,-15773000.0,133902000.0
Total Revenue,3803835000.0,3586982000.0,3471209000.0,3691247000.0
Total Operating Expenses,2885984000.0,2742489000.0,2776260000.0,2867769000.0
Cost Of Revenue,2106618000.0,1952329000.0,1983853000.0,2112860000.0
Total Other Income Expense Net,-171821000.0,-196268000.0,-152909000.0,-159036000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,635944000.0,570052000.0,557813000.0,530540000.0
Net Income Applicable To Common Shares,618720000.0,550559000.0,538320000.0,511047000.0
