,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,52800000.0,46900000.0,38900000.0,40300000.0
Effect Of Accounting Charges,,,,
Income Before Tax,769000000.0,418700000.0,300700000.0,248300000.0
Minority Interest,,,,
Net Income,661800000.0,346200000.0,241700000.0,206900000.0
Selling General Administrative,359000000.0,300800000.0,272800000.0,256200000.0
Gross Profit,1175800000.0,767800000.0,605700000.0,545400000.0
Ebit,764000000.0,420100000.0,296000000.0,250900000.0
Operating Income,764000000.0,420100000.0,296000000.0,250900000.0
Other Operating Expenses,,,-2000000.0,-2000000.0
Interest Expense,-8200000.0,-8200000.0,-8500000.0,-8400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,107200000.0,72500000.0,59000000.0,41400000.0
Total Revenue,2831600000.0,2146900000.0,1839900000.0,1717400000.0
Total Operating Expenses,2067600000.0,1726800000.0,1543900000.0,1466500000.0
Cost Of Revenue,1655800000.0,1379100000.0,1234200000.0,1172000000.0
Total Other Income Expense Net,5000000.0,-1400000.0,4700000.0,-2600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,661800000.0,346200000.0,241700000.0,206900000.0
Net Income Applicable To Common Shares,661800000.0,346200000.0,241700000.0,206900000.0
