,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,533392000.0,378479000.0,299526000.0,249773000.0
Minority Interest,8720000.0,8720000.0,8720000.0,8720000.0
Net Income,481652000.0,327160000.0,261057000.0,240256000.0
Selling General Administrative,645136000.0,484758000.0,457433000.0,373587000.0
Gross Profit,1274447000.0,926956000.0,805600000.0,655991000.0
Ebit,545916000.0,379324000.0,302850000.0,245764000.0
Operating Income,545916000.0,379324000.0,302850000.0,245764000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,51740000.0,51319000.0,38469000.0,9517000.0
Total Revenue,3758144000.0,2659478000.0,2293798000.0,1842912000.0
Total Operating Expenses,3212228000.0,2280154000.0,1990948000.0,1597148000.0
Cost Of Revenue,2483697000.0,1732522000.0,1488198000.0,1186921000.0
Total Other Income Expense Net,-12524000.0,-845000.0,-3324000.0,4009000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,481652000.0,327160000.0,261057000.0,240256000.0
Net Income Applicable To Common Shares,481652000.0,327160000.0,261057000.0,240256000.0
