,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2500500000.0,1069100000.0,972900000.0,1138100000.0
Minority Interest,1183000000.0,658900000.0,839300000.0,753600000.0
Net Income,1629800000.0,761600000.0,688300000.0,882800000.0
Selling General Administrative,522700000.0,564100000.0,539800000.0,459200000.0
Gross Profit,2307900000.0,1880300000.0,2026200000.0,1805400000.0
Ebit,1722300000.0,1253700000.0,1433700000.0,1346200000.0
Operating Income,1722300000.0,1253700000.0,1433700000.0,1346200000.0
Other Operating Expenses,,,,
Interest Expense,-255400000.0,-323800000.0,-364200000.0,-302200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,531100000.0,261600000.0,235100000.0,255000000.0
Total Revenue,6894500000.0,6145600000.0,6117400000.0,5314100000.0
Total Operating Expenses,5172200000.0,4891900000.0,4683700000.0,3967900000.0
Cost Of Revenue,4586600000.0,4265300000.0,4091200000.0,3508700000.0
Total Other Income Expense Net,778200000.0,-184600000.0,-460800000.0,-208100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1969400000.0,807500000.0,737800000.0,883100000.0
Net Income Applicable To Common Shares,1393000000.0,524800000.0,564700000.0,882800000.0
