,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,7025900000.0,6085700000.0,5595000000.0,5051200000.0
Effect Of Accounting Charges,,,,
Income Before Tax,6155500000.0,7229900000.0,5265900000.0,3680100000.0
Minority Interest,175600000.0,183600000.0,92200000.0,1080400000.0
Net Income,5581700000.0,6193700000.0,8318400000.0,3232000000.0
Selling General Administrative,6141900000.0,5869400000.0,6003900000.0,5734600000.0
Gross Profit,21345300000.0,19056500000.0,17598300000.0,16811600000.0
Ebit,8177500000.0,7101400000.0,5999400000.0,6025800000.0
Operating Income,8177500000.0,7101400000.0,5999400000.0,6025800000.0
Other Operating Expenses,,,,
Interest Expense,-339800000.0,-359600000.0,-400600000.0,-242500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,573800000.0,1036200000.0,628000000.0,529500000.0
Total Revenue,28318400000.0,24539800000.0,22319500000.0,21493300000.0
Total Operating Expenses,20140900000.0,17438400000.0,16320100000.0,15467500000.0
Cost Of Revenue,6973100000.0,5483300000.0,4721200000.0,4681700000.0
Total Other Income Expense Net,-2022000000.0,128500000.0,-733500000.0,-2345700000.0
Discontinued Operations,,,3680500000.0,81400000.0
Net Income From Continuing Ops,5581700000.0,6193700000.0,4637900000.0,3150600000.0
Net Income Applicable To Common Shares,5581700000.0,6193700000.0,8318400000.0,3232000000.0
