,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,143000000.0,152000000.0,184000000.0,113000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,5218000000.0,3469000000.0,3041000000.0,5105000000.0
Minority Interest,1406000000.0,2265000000.0,2561000000.0,5500000000.0
Net Income,3826000000.0,2501000000.0,2285000000.0,4381000000.0
Selling General Administrative,2997000000.0,3016000000.0,3425000000.0,1625000000.0
Gross Profit,13250000000.0,11860000000.0,11584000000.0,5816000000.0
Ebit,5501000000.0,4106000000.0,3368000000.0,2215000000.0
Operating Income,5501000000.0,4106000000.0,3368000000.0,2215000000.0
Other Operating Expenses,-26000000.0,-40000000.0,-68000000.0,33000000.0
Interest Expense,-170000000.0,-239000000.0,-246000000.0,-277000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1262000000.0,847000000.0,769000000.0,817000000.0
Total Revenue,30793000000.0,27243000000.0,28228000000.0,14836000000.0
Total Operating Expenses,25292000000.0,23137000000.0,24860000000.0,12621000000.0
Cost Of Revenue,17543000000.0,15383000000.0,16644000000.0,9020000000.0
Total Other Income Expense Net,-283000000.0,-637000000.0,-327000000.0,2890000000.0
Discontinued Operations,5000000.0,4000000.0,102000000.0,108000000.0
Net Income From Continuing Ops,3956000000.0,2622000000.0,2272000000.0,4288000000.0
Net Income Applicable To Common Shares,3826000000.0,2501000000.0,2285000000.0,4381000000.0
