,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1009300000.0,732200000.0,782600000.0,605000000.0
Minority Interest,-2700000.0,-14900000.0,-26600000.0,-37500000.0
Net Income,879700000.0,618300000.0,669900000.0,535800000.0
Selling General Administrative,55600000.0,58600000.0,55600000.0,47800000.0
Gross Profit,2656700000.0,2486800000.0,2413000000.0,1920800000.0
Ebit,1324200000.0,1183900000.0,1130200000.0,985100000.0
Operating Income,1324200000.0,1183900000.0,1130200000.0,985100000.0
Other Operating Expenses,380500000.0,364200000.0,365500000.0,269100000.0
Interest Expense,-372600000.0,-383900000.0,-374000000.0,-279600000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,117400000.0,102200000.0,97000000.0,59000000.0
Total Revenue,5586700000.0,4913400000.0,5147800000.0,4275900000.0
Total Operating Expenses,4262500000.0,3729500000.0,4017600000.0,3290800000.0
Cost Of Revenue,2930000000.0,2426600000.0,2734800000.0,2355100000.0
Total Other Income Expense Net,-314900000.0,-451700000.0,-347600000.0,-380100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,891900000.0,630000000.0,685600000.0,546000000.0
Net Income Applicable To Common Shares,879700000.0,618300000.0,669900000.0,535800000.0
