,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,10166000000.0,6051000000.0,8594000000.0,8678000000.0
Minority Interest,469000000.0,630000000.0,630000000.0,628000000.0
Net Income,7963000000.0,4959000000.0,6914000000.0,7096000000.0
Selling General Administrative,12362000000.0,11360000000.0,10999000000.0,10594000000.0
Gross Profit,23762000000.0,19242000000.0,21140000000.0,20813000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,10325000000.0,6227000000.0,8762000000.0,8839000000.0
Other Operating Expenses,1075000000.0,1655000000.0,1379000000.0,1380000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2181000000.0,1066000000.0,1648000000.0,1554000000.0
Total Revenue,23762000000.0,19242000000.0,21140000000.0,20813000000.0
Total Operating Expenses,13437000000.0,13015000000.0,12378000000.0,11974000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-159000000.0,-176000000.0,-168000000.0,-161000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,7985000000.0,4985000000.0,6946000000.0,7124000000.0
Net Income Applicable To Common Shares,7605000000.0,4621000000.0,6583000000.0,6784000000.0
