,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,333923000.0,374359000.0,257424000.0,218086000.0
Minority Interest,,,,
Net Income,257888000.0,299377000.0,204902000.0,172852000.0
Selling General Administrative,94854000.0,87408000.0,75742000.0,66918000.0
Gross Profit,485561000.0,498148000.0,353481000.0,302582000.0
Ebit,337260000.0,374744000.0,250882000.0,212584000.0
Operating Income,337260000.0,374744000.0,250882000.0,212584000.0
Other Operating Expenses,,,,
Interest Expense,-842000.0,-1142000.0,-1142000.0,-1142000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,76035000.0,74982000.0,52522000.0,45234000.0
Total Revenue,698951000.0,689125000.0,511352000.0,435565000.0
Total Operating Expenses,361691000.0,314381000.0,260470000.0,222981000.0
Cost Of Revenue,213390000.0,190977000.0,157871000.0,132983000.0
Total Other Income Expense Net,-3337000.0,-385000.0,6542000.0,5502000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,257888000.0,299377000.0,204902000.0,172852000.0
Net Income Applicable To Common Shares,257888000.0,299377000.0,204902000.0,172852000.0
