,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,474838000.0,354720000.0,261160000.0,310733000.0
Minority Interest,,,,
Net Income,350687000.0,260824000.0,203347000.0,231663000.0
Selling General Administrative,727489000.0,656207000.0,623379000.0,550698000.0
Gross Profit,1261683000.0,1112628000.0,1021884000.0,927128000.0
Ebit,439989000.0,368092000.0,317394000.0,309638000.0
Operating Income,439989000.0,368092000.0,317394000.0,309638000.0
Other Operating Expenses,,,,
Interest Expense,-830000.0,-5082000.0,-6917000.0,-6917000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,124151000.0,93896000.0,57813000.0,79070000.0
Total Revenue,2424300000.0,2161220000.0,2015477000.0,1821565000.0
Total Operating Expenses,1984311000.0,1793128000.0,1698083000.0,1511927000.0
Cost Of Revenue,1162617000.0,1048592000.0,993593000.0,894437000.0
Total Other Income Expense Net,34849000.0,-13372000.0,-56234000.0,1095000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,350687000.0,260824000.0,203347000.0,231663000.0
Net Income Applicable To Common Shares,350687000.0,260824000.0,203347000.0,231663000.0
