,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3087000000.0,3647000000.0,3301000000.0,3464000000.0
Minority Interest,362000000.0,358000000.0,441000000.0,299000000.0
Net Income,2166000000.0,2695000000.0,2367000000.0,2400000000.0
Selling General Administrative,6477000000.0,6096000000.0,5616000000.0,5434000000.0
Gross Profit,10375000000.0,10021000000.0,9336000000.0,9262000000.0
Ebit,3831000000.0,3789000000.0,3644000000.0,3759000000.0
Operating Income,3831000000.0,3789000000.0,3644000000.0,3759000000.0
Other Operating Expenses,67000000.0,136000000.0,76000000.0,69000000.0
Interest Expense,-192000000.0,-183000000.0,-192000000.0,-193000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,749000000.0,787000000.0,774000000.0,906000000.0
Total Revenue,17421000000.0,16471000000.0,15693000000.0,15544000000.0
Total Operating Expenses,13590000000.0,12682000000.0,12049000000.0,11785000000.0
Cost Of Revenue,7046000000.0,6450000000.0,6357000000.0,6282000000.0
Total Other Income Expense Net,-744000000.0,-142000000.0,-343000000.0,-295000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2338000000.0,2860000000.0,2527000000.0,2558000000.0
Net Income Applicable To Common Shares,2166000000.0,2695000000.0,2367000000.0,2400000000.0
