,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,812763000.0,293781000.0,458285000.0,268436000.0
Minority Interest,,,,
Net Income,652984000.0,355766000.0,350158000.0,176553000.0
Selling General Administrative,823788000.0,682748000.0,611214000.0,460103000.0
Gross Profit,2904063000.0,2071093000.0,1903321000.0,1591023000.0
Ebit,829647000.0,327140000.0,479509000.0,352059000.0
Operating Income,829647000.0,327140000.0,479509000.0,352059000.0
Other Operating Expenses,974707000.0,807156000.0,588712000.0,568336000.0
Interest Expense,-180000.0,-554000.0,-1853000.0,-536000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,159779000.0,-61985000.0,108127000.0,91883000.0
Total Revenue,7547061000.0,5984634000.0,5586369000.0,4864985000.0
Total Operating Expenses,6717414000.0,5657494000.0,5106860000.0,4512926000.0
Cost Of Revenue,4642998000.0,3913541000.0,3683048000.0,3273962000.0
Total Other Income Expense Net,-16884000.0,-33359000.0,-21224000.0,-83623000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,652984000.0,355766000.0,350158000.0,176553000.0
Net Income Applicable To Common Shares,652984000.0,355766000.0,350158000.0,176553000.0
