,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2724000000.0,1742000000.0,1610000000.0,1362909000.0
Minority Interest,373000000.0,213000000.0,150773000.0,148634000.0
Net Income,1833000000.0,1208000000.0,1137000000.0,973840000.0
Selling General Administrative,2692000000.0,1788000000.0,1430000000.0,1066666000.0
Gross Profit,5764000000.0,3786000000.0,3211000000.0,2551102000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,2871000000.0,1808000000.0,1628000000.0,1397185000.0
Other Operating Expenses,201000000.0,190000000.0,153000000.0,87251000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,651000000.0,448000000.0,425000000.0,351561000.0
Total Revenue,5764000000.0,3786000000.0,3211000000.0,2551102000.0
Total Operating Expenses,2893000000.0,1978000000.0,1583000000.0,1153917000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-147000000.0,-66000000.0,-18000000.0,-34276000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2073000000.0,1294000000.0,1185000000.0,1011348000.0
Net Income Applicable To Common Shares,1770000000.0,1191000000.0,1137000000.0,973840000.0
