,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,204000000.0,187000000.0,191000000.0,189000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,511000000.0,285000000.0,416000000.0,585000000.0
Minority Interest,8000000.0,8000000.0,10000000.0,14000000.0
Net Income,427000000.0,254000000.0,401000000.0,549000000.0
Selling General Administrative,1193000000.0,1158000000.0,1165000000.0,1150000000.0
Gross Profit,1979000000.0,1836000000.0,2046000000.0,2026000000.0
Ebit,582000000.0,491000000.0,690000000.0,687000000.0
Operating Income,582000000.0,491000000.0,690000000.0,687000000.0
Other Operating Expenses,,,,
Interest Expense,-76000000.0,-77000000.0,-67000000.0,-82000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,84000000.0,31000000.0,15000000.0,36000000.0
Total Revenue,5195000000.0,4876000000.0,5249000000.0,5207000000.0
Total Operating Expenses,4613000000.0,4385000000.0,4559000000.0,4520000000.0
Cost Of Revenue,3216000000.0,3040000000.0,3203000000.0,3181000000.0
Total Other Income Expense Net,-71000000.0,-206000000.0,-274000000.0,-102000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,427000000.0,254000000.0,401000000.0,549000000.0
Net Income Applicable To Common Shares,427000000.0,254000000.0,401000000.0,549000000.0
