,2021-04-30,2020-04-30,2019-04-30,2018-04-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1171900000.0,1026700000.0,701600000.0,861000000.0
Minority Interest,,,,
Net Income,876300000.0,779500000.0,514400000.0,1338600000.0
Selling General Administrative,1539800000.0,1481800000.0,1523000000.0,1362900000.0
Gross Profit,3142100000.0,3002000000.0,2915700000.0,2840000000.0
Ebit,1372700000.0,1284500000.0,1155700000.0,1270200000.0
Operating Income,1372700000.0,1284500000.0,1155700000.0,1270200000.0
Other Operating Expenses,-3400000.0,-600000.0,-3300000.0,100000.0
Interest Expense,-177100000.0,-189200000.0,-207900000.0,-174100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,295600000.0,247200000.0,187200000.0,-477600000.0
Total Revenue,8002700000.0,7801000000.0,7838000000.0,7357100000.0
Total Operating Expenses,6630000000.0,6516500000.0,6682300000.0,6086900000.0
Cost Of Revenue,4860600000.0,4799000000.0,4922300000.0,4517100000.0
Total Other Income Expense Net,-200800000.0,-257800000.0,-454100000.0,-409200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,876300000.0,779500000.0,514400000.0,1338600000.0
Net Income Applicable To Common Shares,876300000.0,779500000.0,514400000.0,1338600000.0
