,2022-02-28,2021-02-28,2020-02-29,2019-02-28
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1492346000.0,965257000.0,1160986000.0,1112806000.0
Minority Interest,,,,
Net Income,1151297000.0,746919000.0,888433000.0,842413000.0
Selling General Administrative,2339820000.0,1744719000.0,1750168000.0,1730328000.0
Gross Profit,4089049000.0,2941935000.0,3178370000.0,2919281000.0
Ebit,1537273000.0,1002860000.0,1238303000.0,1189006000.0
Operating Income,1537273000.0,1002860000.0,1238303000.0,1189006000.0
Other Operating Expenses,,-74000.0,-68000.0,-53000.0
Interest Expense,-94095000.0,-86178000.0,-83007000.0,-75792000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,341049000.0,218338000.0,272553000.0,270393000.0
Total Revenue,33197212000.0,20092149000.0,21424087000.0,19146000000.0
Total Operating Expenses,31659939000.0,19089289000.0,20185784000.0,17956994000.0
Cost Of Revenue,29108163000.0,17150214000.0,18245717000.0,16226719000.0
Total Other Income Expense Net,-44927000.0,-37603000.0,-77317000.0,-76200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1151297000.0,746919000.0,888433000.0,842413000.0
Net Income Applicable To Common Shares,1151297000.0,746919000.0,888433000.0,842413000.0
