,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2603600000.0,2237200000.0,1906900000.0,2046600000.0
Minority Interest,247000000.0,223600000.0,346700000.0,100400000.0
Net Income,2488100000.0,2200100000.0,1921100000.0,1923800000.0
Selling General Administrative,-118600000.0,-119000000.0,-120000000.0,-124500000.0
Gross Profit,7656200000.0,6966000000.0,6497700000.0,6182600000.0
Ebit,3541500000.0,3106700000.0,2868700000.0,2877800000.0
Operating Income,3541500000.0,3106700000.0,2868700000.0,2877800000.0
Other Operating Expenses,1407600000.0,1295500000.0,1234500000.0,1142700000.0
Interest Expense,-1199100000.0,-1165700000.0,-1072500000.0,-984400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,115500000.0,40500000.0,-12900000.0,115300000.0
Total Revenue,16792000000.0,14918500000.0,15561400000.0,16195700000.0
Total Operating Expenses,13250500000.0,11811800000.0,12692700000.0,13317900000.0
Cost Of Revenue,9135800000.0,7952500000.0,9063700000.0,10013100000.0
Total Other Income Expense Net,-937900000.0,-869500000.0,-961800000.0,-831200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2488100000.0,2196700000.0,1919800000.0,1931300000.0
Net Income Applicable To Common Shares,2488100000.0,2200100000.0,1921100000.0,1923800000.0
