,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1179000000.0,1076000000.0,881000000.0,641000000.0
Minority Interest,,,,
Net Income,1096000000.0,1056000000.0,860000000.0,622000000.0
Selling General Administrative,680000000.0,678000000.0,614000000.0,563000000.0
Gross Profit,4347000000.0,3891000000.0,3777000000.0,3526000000.0
Ebit,2023000000.0,1605000000.0,1591000000.0,1436000000.0
Operating Income,2023000000.0,1605000000.0,1591000000.0,1436000000.0
Other Operating Expenses,,,,
Interest Expense,-657000000.0,-689000000.0,-683000000.0,-642000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,21000000.0,20000000.0,21000000.0,19000000.0
Total Revenue,6340000000.0,5840000000.0,5763000000.0,5370000000.0
Total Operating Expenses,4317000000.0,4235000000.0,4172000000.0,3934000000.0
Cost Of Revenue,1993000000.0,1949000000.0,1986000000.0,1844000000.0
Total Other Income Expense Net,-844000000.0,-529000000.0,-710000000.0,-795000000.0
Discontinued Operations,-62000000.0,-62000000.0,-62000000.0,-62000000.0
Net Income From Continuing Ops,1158000000.0,1056000000.0,860000000.0,622000000.0
Net Income Applicable To Common Shares,1096000000.0,999000000.0,747000000.0,509000000.0
