,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3373600000.0,2722100000.0,2689600000.0,2777800000.0
Minority Interest,,31600000.0,30400000.0,46800000.0
Net Income,2636400000.0,2105200000.0,2116500000.0,1962200000.0
Selling General Administrative,1482100000.0,1558000000.0,1446500000.0,1126100000.0
Gross Profit,4679300000.0,4870300000.0,4868000000.0,4309400000.0
Ebit,2604500000.0,2673400000.0,2656100000.0,2681200000.0
Operating Income,2604500000.0,2673400000.0,2656100000.0,2681200000.0
Other Operating Expenses,207300000.0,174500000.0,292100000.0,253400000.0
Interest Expense,-166900000.0,-166200000.0,-178000000.0,-157700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,736700000.0,615700000.0,573800000.0,814100000.0
Total Revenue,4679300000.0,4870300000.0,4868000000.0,4309400000.0
Total Operating Expenses,2074800000.0,2196900000.0,2211900000.0,1628200000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,769100000.0,48700000.0,33500000.0,34300000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2636900000.0,2106400000.0,2115800000.0,1963700000.0
Net Income Applicable To Common Shares,2617100000.0,2105200000.0,2116500000.0,1962200000.0
