,2021-09-30,2020-09-30,2019-09-30,2018-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1085900000.0,-522600000.0,1144700000.0,1034800000.0
Minority Interest,21400000.0,18200000.0,16200000.0,17200000.0
Net Income,838300000.0,-690900000.0,862900000.0,1906100000.0
Selling General Administrative,1634400000.0,1521100000.0,1641000000.0,1451300000.0
Gross Profit,3460100000.0,3189300000.0,3556800000.0,3362000000.0
Ebit,1468600000.0,1267700000.0,1502600000.0,1590500000.0
Operating Income,1468600000.0,1267700000.0,1502600000.0,1590500000.0
Other Operating Expenses,,,,
Interest Expense,-418900000.0,-465500000.0,-489400000.0,-352800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,243400000.0,163500000.0,276800000.0,-874500000.0
Total Revenue,18746100000.0,17578800000.0,18289000000.0,16285100000.0
Total Operating Expenses,17277500000.0,16311100000.0,16786400000.0,14694600000.0
Cost Of Revenue,15286000000.0,14389500000.0,14732200000.0,12923100000.0
Total Other Income Expense Net,-382700000.0,-1790300000.0,-357900000.0,-555700000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,842500000.0,-686100000.0,867900000.0,1909300000.0
Net Income Applicable To Common Shares,838100000.0,-691000000.0,862800000.0,1905900000.0
